user_id,name,signup_date,features
a423c4ce-7aa8-491f-9ec9-b17d192b2bcb,Pat Williams,2025-03-31,"[-0.217214551165415, 0.06437582624962665, 0.01355328450208112, -0.1937890792076078, 0.6376192899060374, 0.18853056797555598, -0.6022871512798857, 0.05545241052466604, -0.19681847947249165, 0.2535177761076996]"
a6302aa7-170f-4da9-88d3-745ae379ba09,Pat Brown,2024-10-28,"[-0.29676698522415135, -0.04296416002541034, 0.1890973259020954, 0.32419032898005923, -0.4494624920500702, -0.12525719328252105, -0.17784782316021688, -0.24464539198449425, 0.6610912586029528, 0.15164928260487068]"
e75652d3-7d9e-4d81-a761-04ccaca19abf,Chris Jones,2024-11-29,"[-0.34383592224274145, 0.2502957611380919, 0.5786999910929924, 0.28154743648269537, -0.41432359550267045, -0.13204789263349162, 0.34547950418634843, -0.1929774603899871, 0.12102704762103353, 0.21123832470528423]"
f2f2accf-51b4-48a0-bf4c-a59d871e1482,Peter Taylor,2025-06-03,"[-0.21287952883254288, -0.013670636731201589, -0.7443918236925599, -0.23526161358991815, -0.05800498604296139, -0.2865667965469105, 0.37490077184565845, -0.3284473129746895, -0.10106093808085685, 0.030025976430113795]"
ea1fb229-7f6e-4ef6-a6df-f1a309fa5759,Peter Moore,2025-03-26,"[0.5363066702332089, -0.5342931524887313, 0.4328203981761128, 0.0038077850490547886, -0.36522541591657015, 0.17195154969250484, 0.07407133908643933, -0.22334439779660803, 0.025973785860271496, -0.1433775632256458]"
8519ca6c-df41-4341-b7e5-7015dc34fb1e,Chris Taylor,2025-06-16,"[0.030674443363681306, 0.17891970456143702, 0.4285704787494746, -0.33448017419200243, 0.5763842635583158, -0.5274894908338067, -0.04101508268022852, 0.15897396816537987, 0.07592909359724945, -0.16826469215829692]"
4d7d7351-dbd3-4e05-a989-0fb9fa209b02,Pat Smith,2025-06-11,"[-0.10506384149316211, -0.2488757063027104, -0.2975218906145088, 0.4288943632910068, 0.18022781496762133, -0.3497931805012872, 0.4541341377845786, 0.15513030488994098, 0.4103473639309849, 0.31784792223717745]"
a11191a6-fa3a-4601-bf3d-8d5d7522fdc9,John Miller,2025-03-15,"[-0.40123427510079546, -0.2711280895872231, 0.3616907267096661, 0.2954197163646111, -0.010116388871059782, 0.056786551150664936, 0.6183908727185231, -0.28632104444863454, 0.2647955877311528, -0.09786141202440436]"
f38cae50-dace-4b9e-aa7d-eeefc6f1d89e,Chris Jones,2025-06-20,"[-0.0974878590901096, 0.4920838424721033, 0.3696601797851303, 0.3643277948996538, 0.5846546789992709, 0.009406506042269721, 0.3054105461843184, -0.13895201514278402, 0.1451769065249097, -0.058284167661963704]"
077405c2-761e-425d-8deb-2d01df56b101,Jordan Miller,2025-06-20,"[0.029722323766088042, 0.18237304822964387, -0.25072610042078325, 0.6411670017060506, -0.3082723526642684, -0.37206194159812284, 0.3548781265466064, 0.2425879767809551, 0.19124807173832875, 0.1925429440773383]"
76b7a1fd-eda1-4864-89c7-d14e9a8e3be1,Sam Wilson,2024-11-11,"[-0.006532168401882411, -0.47857641577366233, 0.04043254055099627, -0.36118366774626803, 0.5201081452480899, -0.07843728243509028, -0.44030266357794406, -0.17142037873160718, 0.22024886322947818, -0.300678697745188]"
a0f7f00f-874d-40ee-9642-dd89b4f8d1f5,Sam Williams,2025-05-24,"[-0.33657503575402264, 0.09975309827261725, 0.10027680275756085, -0.20751664431560568, -0.19281902444877017, 0.09498939260568959, -0.592771769761972, -0.5761437842428304, -0.29409437026762797, -0.08737436228338473]"
c41ca5f0-c9bd-40df-9318-96763a358ae5,Peter Brown,2024-12-23,"[0.14028131791434237, 0.6656798914131341, 0.3869755373539541, -0.07216417434357889, -0.008580102260269482, -0.4523406828287318, -0.008353116498611734, -0.13024261476941398, 0.14561043206707017, -0.3732461342902413]"
ab363dcc-2d49-4ac3-9237-94d78721eac0,Taylor Davis,2024-12-11,"[0.25689619709654227, 0.7581735644602782, -0.053798509796577514, 0.1987078201287364, 0.34138164415845224, -0.19846482184510683, 0.11084796912353721, 0.006228866054651896, 0.04831575369497819, -0.3823714386165536]"
104d86fc-474e-4707-b898-e36073faa7a5,Alex Anderson,2025-03-16,"[0.006383468545357962, 0.12969946252615797, 0.3779381361100333, 0.24983401097445385, 0.5607782443622042, -0.19984921279234738, 0.22718856614988775, 0.047749881918795194, 0.5703157389681737, -0.21051448371277148]"
873bcba2-dd2e-44e4-b1e6-c5ea35b08da9,Pat Brown,2025-07-28,"[-0.24954180247318528, -0.1781226992319581, -0.6311622976638752, -0.1562396607772188, -0.225592956101283, 0.04469281930380086, 0.10156029999164287, 0.5575454030702348, 0.28243933381379366, -0.17143960161080782]"
f9a28a42-d7b7-4032-be4b-2f29383dea4e,Taylor Moore,2025-08-21,"[-0.23950739181216324, 0.13114019784772601, -0.3519595372621802, 0.48824660394622504, 0.3144256612468495, -0.12507702770338794, -0.45670267413388965, 0.3609273663087448, -0.030535052988227715, 0.32998810669284007]"
cf4f84f8-5f4e-4dc6-a8e2-f452fd27fcb1,John Jones,2025-07-20,"[-0.7178473924114311, -0.26985219111743847, 0.0023608322074220906, 0.021151725850931388, -0.2026296541795401, 0.2804211262475045, -0.48066686317833673, -0.06410246428659046, 0.054159814066553076, 0.23161199791496903]"
da3d63d1-d647-41c8-ab20-4aafebc35057,Peter Wilson,2024-12-05,"[0.2223514416194071, -0.3514060738830976, -0.47934986742817604, 0.39922336086591653, 0.10383495611057374, -0.23387237333067387, 0.48467350606059395, 0.03614373797648737, 0.3684836237242706, 0.021096849067868385]"
d6c0887e-cdba-4d35-a6a8-3fc1f097e8b8,Jane Wilson,2025-03-25,"[0.5113869512479509, 0.4355983528987158, -0.061781945925310895, 0.2411011558136463, 0.16015391076324878, 0.3396341256188738, -0.23945154122716894, 0.17024778251221523, 0.26265438141211966, -0.43644174677638414]"
e7cc8b96-08dd-46ea-b235-2f57f659467f,Jordan Moore,2025-01-09,"[-0.2970214257844505, -0.5118878440005956, -0.0676264748795434, 0.1801173806026167, 0.37712150715532583, 0.018599263886879595, 0.40881490073584786, -0.3464329210044507, -0.4275828784477735, -0.013943577458951566]"
c1e1d3ac-73b4-4212-a5bf-452211128932,Chris Taylor,2025-10-01,"[0.12813079365618982, -0.010907526394927957, -0.6897339967651999, -0.029731967363846597, -0.4351933058846786, 0.22341420038779897, 0.12230343644574831, -0.31355994999322356, -0.17143478054026953, -0.35337172241298503]"
ae57460d-35fc-473d-9811-a9c26f498d1d,Jane Taylor,2025-05-23,"[-0.025856371535703814, 0.39401516267409603, -0.4066315565361751, 0.20792919080671943, -0.21874179091190749, -0.32707577842407387, -0.04415214757360077, -0.42705800310588354, -0.2283913260133754, -0.494148403417422]"
afb5aea0-f40a-45cb-aa8a-bc00597d06d3,Pat Jones,2025-05-09,"[0.8006123493124214, 0.014369661545113328, -0.2851334639345765, 0.08719538227939905, -0.04577292886927437, -0.0900436337098798, 0.25026882201142436, 0.3086793247577672, -0.2161756690468695, -0.2346420813252258]"
dff88834-d529-409a-8bf3-0a11e5ae054d,Alex Williams,2025-02-16,"[-0.05677649778480384, -0.4751652989741308, -0.3127675374387577, 0.2821518086284804, 0.33955618783252883, -0.05140631486601435, 0.11901357262922561, 0.0642486263235744, 0.6355462308038662, 0.23110398204138935]"
7ab76441-d6d4-4a96-8517-910ce4d89730,John Davis,2025-01-23,"[-0.03795607480760629, -0.28353070148741905, -0.4766693618935772, 0.06037231387963598, -0.22442656351230852, -0.42201520191225367, -0.1918529615730695, -0.3209200271674723, 0.5006135072631507, 0.26160267857423425]"
20d77a98-eeca-46a2-b10d-c28cc6135b54,Peter Taylor,2025-08-13,"[-0.002608815027749795, 0.48426868291682157, 0.025316528819875762, -0.2818302088801331, 0.4983980620859682, 0.17634264037935385, -0.3394086410538076, -0.06228279738504867, -0.2865206105837174, -0.4524810003667276]"
5ef2381f-3ee9-4be3-be9e-a727bf337ab8,Chris Taylor,2024-11-29,"[0.30489680464140473, 0.6285782180317642, -0.4604071708162092, 0.18532895969657662, -0.2141909408380925, -0.16036123242827785, -0.19501554002338095, -0.28442497404207934, 0.01597327570270367, -0.27354802109524606]"
cd4246d2-0080-497a-8daf-5ac54963539b,Mary Williams,2025-03-29,"[0.14174423487373247, -0.026329386824821555, -0.12523073869550982, -0.47564677469078914, -0.3022811892906838, 0.39589443167599414, 0.2625266464996447, -0.5123287971055676, 0.052059257852752255, 0.3937959139659786]"
fa332ff1-68e7-4f7c-9ef6-8fc7cadb4572,Peter Taylor,2025-01-08,"[-0.498309460976355, 0.1621904085501504, -0.1977900105411401, 0.1703209629176984, -0.2278291935356091, -0.5387486411351654, -0.48581360326889816, 0.014353125704631084, 0.07752591973911013, -0.2699341706317341]"
61346a44-a2e3-4f63-a4c3-2e3949a451e7,John Anderson,2025-04-24,"[0.23635146252549338, -0.6149504137342491, -0.02445700201907357, -0.4482130128876225, -0.2412531111014493, 0.017542871252892615, -0.3184502955933576, -0.14232906144087812, 0.37244219520236405, -0.2135152634622583]"
4675eb96-9e75-4918-9f06-41da5f8cb4f9,Sam Smith,2025-08-10,"[0.2417043479324239, -0.3267412181084756, 0.15323343550346377, 0.41693992132451924, -0.7148652160276231, -0.23048326687917792, 0.1669045814797361, -0.05872611686250223, 0.10734524116703581, -0.17468855288729968]"
0bb1947d-8918-4495-9d43-357580db2509,Pat Davis,2025-06-06,"[0.0547479527814396, -0.0984297361286177, 0.7383512425269863, 0.16086216079498103, 0.21345536398234188, -0.26041663054194186, -0.30829781791313243, -0.2734927054692837, 0.2493994718744798, -0.2661750207538041]"
3c56d6a0-c72b-4364-bbd9-5f016be40724,John Brown,2024-12-20,"[0.07322717592717944, 0.5244614423402016, 0.22013642797003555, -0.08238734996594, 0.30355119193767877, -0.10312215301164189, -0.5150415929713363, -0.2547471317213646, -0.4727560237328588, -0.08882875489045693]"
7f5cc2c8-2014-46a8-abed-744e8270050c,Jane Jones,2025-01-31,"[0.0051710019217843335, 0.4706635950053675, 0.09178560505353227, -0.06151297266033629, 0.23285750662965174, -0.6207812758405516, 0.06614932401168659, 0.21642215951810798, -0.41511645730416413, 0.3211115535522638]"
84f9b61a-8768-4b85-bc6a-1de3add583de,Jane Taylor,2025-08-03,"[0.11753789206130069, -0.14420261166062925, 0.21972418327061946, 0.7884646516651251, 0.06315037850737348, 0.08619094275156562, -0.1595063068083941, -0.29509594062295985, 0.28832188294707395, -0.2972624999772331]"
6c421723-e858-4c20-80eb-1797aed75207,Peter Moore,2024-12-29,"[0.03950862131704019, -0.2636939975711564, 0.2644240257581723, 0.18420040339994767, 0.5727808859549864, -0.281557974133264, -0.14898626832622297, -0.5403330747592239, -0.245275074505438, 0.20829126808419562]"
a9964956-d69f-4046-8e5a-927b2c1e583b,Peter Davis,2025-01-09,"[0.19377765449839265, -0.2360603972762361, 0.22260598353876998, 0.34702282022758285, 0.10583309190234787, 0.48043138632861515, -0.1980783499003767, -0.31861280838926354, -0.45532552308240143, 0.38296475182248924]"
dd3354a6-5e91-4b0f-b5b0-39b57084e17c,Jordan Wilson,2025-06-20,"[0.22320184333738927, -0.018959737400709317, 0.09549632207074356, -0.38390038898544643, 0.8342374708937602, 0.04407689452378783, 0.037314182934618766, 0.24755646436201803, 0.1640705714663078, 0.07636605990497909]"
fb76d210-8431-4ce7-96d2-c34506c86995,Taylor Brown,2025-04-30,"[-0.23625860834994178, 0.14091341873309904, 0.5625032983098763, 0.40212187194793003, 0.4761748500013399, -0.15279317813282825, -0.2957750956278206, -0.03759544977911587, 0.01665517479667677, 0.3270341800945657]"
811e7e7d-ff44-46db-8454-65b96b7ccda3,Alex Miller,2025-02-24,"[-0.4658660165081576, 0.42102239648929235, -0.043493086351956534, -0.1175028299484488, -0.27859077543758215, -0.4555140899718284, 0.22658506070029288, 0.020181425781579186, -0.35507326727111793, -0.3564820073712352]"
1eb76415-2984-445e-8da8-64fbbd96cf2e,Taylor Moore,2025-08-06,"[-0.09251229806196258, 0.45983339069894036, -0.07152021078514786, -0.41413205903241435, -0.06770485861756238, -0.07513827826686996, -0.74302129155553, -0.014958819997305296, -0.06362494817849078, 0.19181234544163742]"
4d73ca90-8328-4911-851f-7d39b4509e67,Mary Brown,2025-09-04,"[0.5194223745319346, 0.3164829518191629, -0.07553819288332056, -0.3108534142973767, 0.7229272037249679, 0.016636078972322714, 0.003913119354618781, -0.006777397292842742, 0.055647431043878315, -0.04055479097363806]"
bae14edf-f9a8-4429-8171-c151e314ed7d,Pat Smith,2024-12-09,"[-0.1656707316798827, -0.1579301397589261, -0.009458981380173927, -0.15693836852873397, -0.2058663132203904, 0.030736519907364514, -0.07363615101781101, 0.43434568765493703, -0.7655868831303626, 0.3152217448999577]"
5f53c73f-02a7-4d76-85ec-d6d248bc746a,Taylor Brown,2024-12-09,"[0.31661481538486747, -0.5268227803420774, -0.08707267367246278, -0.0943785239738948, -0.35763129042717745, -0.19763358751678825, -0.28218356850727566, 0.4452302188399416, 0.23774429187477608, 0.32308640217954376]"
7d1eb97b-14c5-4a4c-9738-bc58c9993390,Mary Smith,2025-08-31,"[0.3160725686456525, -0.49449370599604325, -0.2297254890828329, 0.21433263431391536, -0.5352584574295207, 0.3122737549272843, -0.10525593228738324, -0.16416123240284033, 0.3113809644997516, 0.19457514432483808]"
3d08ae12-2f0b-4626-80b6-6450d82d3b03,John Brown,2025-09-02,"[-0.14700083908773262, 0.4721286093040035, -0.440255157719719, 0.2508352849064524, 0.241536162779979, -0.12606053038938658, 0.13281529534775974, -0.5095068816363073, 0.37630326613833304, -0.07530004687435748]"
67041630-41c6-41f4-9a7c-3e1832e5f4d8,John Miller,2025-08-31,"[-0.12128483311811367, 0.24339641435469278, -0.16342537751723774, -0.3267982977163606, -0.361176956297369, 0.14060948711210422, -0.2970916799930558, 0.4071562015908163, -0.48305976757660934, 0.3936203676584091]"
7106afb6-af03-4665-97ca-36d233ab9ec3,Taylor Brown,2025-05-17,"[0.15309159009348913, -0.07016463743691523, -0.39533471128137476, 0.2895702579503665, -0.027303694396933968, 0.8004372420453003, 0.08287130254255594, 0.10904280086897768, -0.2637979333330737, -0.04131362299004769]"
b0196aa9-5590-43da-a365-c9d7e9c26bb2,Sam Brown,2025-01-03,"[0.12100225741089354, -0.6722970982560511, -0.5299952630891402, 0.2921901116843496, 0.06717019139104666, -0.07232706655584209, 0.007246701414039306, 0.13664044600809086, -0.2121889682827613, -0.3059651965816726]"
a2023370-45f9-4f29-b7d9-8767db2251ed,Peter Anderson,2024-12-15,"[0.06138920131364159, -0.3066784710961675, 0.12796996585342008, -0.5336879240792982, 0.32259674900646074, 0.14813931526553456, 0.08025448915897043, 0.30803204607863816, 0.522055772568211, 0.3179620976615986]"
da1ccccf-aacc-4d7a-9cb9-2f4e2b47498e,Sam Brown,2025-02-06,"[-0.607909440981542, -0.42255299427949883, -0.2063330051652143, 0.008616012695672227, 0.17094584757417022, -0.23966141099753022, 0.06167573941488756, -0.24944909778096494, -0.20194070808312775, -0.46451981698766565]"
74e54687-5f52-46a1-9897-3039bf725ded,Alex Brown,2025-08-19,"[-0.24606491785079537, -0.3602579985526363, -0.2600948057689532, 0.2808220817638624, -0.2530387207914796, 0.7015961343080896, 0.13148164807314677, 0.04926348329030502, -0.22877397186096277, 0.18665022481888993]"
528e55e7-6f16-4d19-bdd7-40f9080ae273,Jane Wilson,2025-04-08,"[-0.14602475749962854, 0.030950804106476902, 0.6494286977673911, -0.024367967015664058, 0.29154157548766835, -0.17837807433462471, -0.008875695111089661, 0.449207334217216, -0.15904568532627564, 0.45977235876214134]"
bda0a43f-b20b-46ae-a355-32be935528f4,Alex Wilson,2025-02-09,"[0.28903235243268827, -0.22970067230876146, 0.2582632238203945, 0.3971726340297321, 0.2539352944758194, -0.6412497400601583, -0.29694891379515637, -0.1010818761779017, -0.030397188668333235, 0.2534706123112949]"
16d171fb-396d-4a6b-a995-7571d2103797,John Jones,2025-09-05,"[0.06495860859838687, -0.4881351882429438, 0.13898134092514564, 0.22319964567078568, 0.2046314225203855, 0.3950794411020414, 0.30484027976416783, 0.16785329787748274, -0.02564907886693096, -0.6071643412858571]"
017baefe-99d0-4f14-aae2-034eb63dee62,Alex Miller,2025-08-12,"[0.19865355622443218, 0.09603386402532117, 0.12557684800491978, -0.5903628703253617, -0.49987574238676885, 0.4869732014272965, -0.01829012744500036, 0.31512289533680493, 0.013094291336561542, 0.013759106730330291]"
7b7fa31d-38c7-450a-aa55-83da69185ebd,Mary Brown,2025-07-01,"[0.4519669410122482, -0.24857634305570642, 0.04630093074722453, -0.22267585437461637, -0.20929480988928983, -0.14892677247587138, 0.1070008036175898, -0.230610982166527, 0.6048918793205471, -0.4309281724955107]"
7846ee5d-358a-474c-a273-e21497ec700d,Taylor Moore,2025-07-27,"[-0.06762091591227636, -0.15912000479804644, 0.523599876717089, 0.07112483049150478, 0.37338074029948454, -0.5375612416670483, 0.09663415577969338, 0.321919622925131, 0.029775083023915763, 0.38555212146719525]"
71351ec2-2a3c-438a-b7fa-4c14b584481e,Alex Williams,2025-05-17,"[-0.14343899431162932, 0.39079816960278835, 0.6374618161547074, -0.10061156052652138, -0.12353346304295507, 0.4030092063827162, 0.43799980452359377, -0.14498393777410584, -0.1165136674819235, -0.07813609776055183]"
bddef94a-e732-4e86-ac34-2f4891727ad4,Sam Brown,2025-08-29,"[-0.4552679184221691, -0.31108081405584137, -0.3400296797316622, -0.2599973716887929, -0.011745256780883168, 0.07931154986409766, 0.5250421090866135, -0.3380701351557021, 0.3333186351842787, -0.07246250782497525]"
163a81fa-d164-479f-8dbb-3935c68a1d5a,Sam Taylor,2025-08-17,"[-0.016547237789736897, 0.2257493156193361, -0.3755874436654124, 0.12792863793848458, 0.05568373842726451, 0.16474114502648382, 0.09673642243375627, 0.8213786540832463, -0.2133450006394847, -0.17763594647028508]"
7805a914-d08b-4276-9615-a83be60c9247,John Taylor,2025-09-29,"[-0.24477257275455405, -0.21819406345345363, -0.25036870557364954, 0.46705136807055286, 0.5579808480507004, -0.22419186810513597, -0.32695324158139455, 0.18517428040711997, -0.21691584731060698, 0.24861863871878662]"
cda12bc2-2d82-4a09-8185-876e390bbafa,Jane Brown,2025-07-13,"[0.055953248311525164, -0.41794571403173486, 0.4267033992996221, 0.49518871224311434, -0.16896810237362272, -0.10690340387629227, 0.07882347268338201, 0.09222188661055397, 0.18158457851855703, 0.5542864148320117]"
ec94e68a-bca6-42e6-8574-2639c315b6cb,Alex Moore,2025-02-02,"[-0.06233684430872475, -0.28123261239880726, -0.48592119349066104, -0.2574997797123532, -0.01167032103129552, 0.6322058600486863, -0.18234959325112723, 0.07883839095445322, -0.005785631852411709, 0.4186597750844118]"
39865df2-317b-4739-802f-7dce898a3de0,Mary Wilson,2025-09-06,"[0.6772769234501755, -0.14228523311419425, -0.13118120470883102, 0.27985950837758816, 0.1827628493315566, 0.4949607054312082, 0.15650639519443635, -0.09629867398773524, 0.15830929329816532, 0.29715846074347696]"
fe64a281-9266-475a-9445-3070bd116408,Peter Wilson,2025-10-05,"[0.29119190743063855, 0.18003327323037988, 0.3785664632182116, 0.4149869688031733, 0.4905329112513788, 0.2302293381444004, -0.05931077321215541, 0.05206918465475276, 0.4281941221161348, -0.2899332389348738]"
1e026c9a-3405-4ff6-af68-19c0bc87d86e,Alex Davis,2025-02-16,"[0.11982170861820533, -0.12783819013914036, 0.009342292254644887, 0.41550685356651096, 0.06210869160963698, 0.01509224131090957, -0.44196388066526976, 0.24253824508526226, 0.2097874069234845, 0.7030747029539457]"
0e7191c2-454d-4fae-ae79-3bf7e03417b9,Chris Wilson,2024-10-15,"[-0.16638910831691062, 0.11847565378666185, 0.13482021809552422, 0.8527927410835643, -0.051518063526719345, 0.1508428394270315, 0.3286371377629835, 0.10088343514780519, -0.24134809616768707, 0.10492769528201516]"
89a90ea0-2151-4973-96b0-3c13ab2c306d,Taylor Moore,2025-07-19,"[0.35069576783343204, -0.3353054445034308, 0.04343379560039144, -0.2286905233599233, 0.39035525465998083, -0.49754042873335635, -0.18256867535203863, 0.12321413573966943, 0.5113696121279326, -0.021476952684429965]"
ccc51e98-00e9-4b38-b376-c1949b384fa8,Mary Davis,2025-06-17,"[-0.15312443700428494, 0.5188245006085842, -0.3993632966444178, -0.6064322968617599, 0.12135630831580103, -0.13846692360762483, -0.2816567605970837, 0.1953652281317727, 0.0672404158191711, -0.1555733004171663]"
f6788890-d0f5-4c13-905a-d8e60bbf5755,John Anderson,2025-01-02,"[-0.3997953092007672, 0.2724386073236454, 0.2030356071997735, -0.03096923291530744, 0.5766416249001958, -0.3341509022920774, -0.4763693759363433, -0.21605924421086403, -0.014234955002105153, 0.07598659387853718]"
535ad126-ca46-442d-ad5b-cab1b0e77e3d,John Miller,2025-09-07,"[-0.09898697226448983, 0.14445973823315922, -0.5135471843269652, 0.5924234050656119, -0.0337092907640009, 0.458462687856189, 0.14063131630360162, 0.18742064779975307, 0.23379397950180467, 0.1837093310461994]"
